CustomerID,CustomerName,Gender,Age,CustomerSegment,City,Province,Country,JoinDate
C01188,Abigail Patel,Female,39,Consumer,Laval,Quebec,Canada,2022-08-29
C01189,Liam Bernard,Male,46,Small Business,Vancouver,British Columbia,Canada,2023-04-30
C01190,Sophia Patel,Male,50,Consumer,Saskatoon,Saskatchewan,Canada,2022-10-26
C01191,Zoey Wong,Non-binary,40,Consumer,Halifax,Nova Scotia,Canada,2023-01-15
C01192,Ava Stewart,Male,19,Consumer,Saint John,New Brunswick,Canada,2023-10-31
C01193,William Miller,Female,19,Consumer,Red Deer,Alberta,Canada,2022-08-26
C01194,Joseph Young,Male,56,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2023-09-04
C01195,Ava Harris,Female,29,Consumer,Winnipeg,Manitoba,Canada,2022-08-16
C01196,Charlotte Hall,Male,51,Small Business,Brandon,Manitoba,Canada,2024-05-21
C01197,Charlotte Walker,Non-binary,25,Consumer,Surrey,British Columbia,Canada,2023-07-19
C01198,Isabella Gagnon,Non-binary,45,Consumer,Montreal,Quebec,Canada,2024-02-27
C01199,Zoey Hall,Non-binary,37,Small Business,Brandon,Manitoba,Canada,2022-01-16
C01200,Hannah Patel,Female,27,Corporate,Gatineau,Quebec,Canada,2022-07-18
